type,fileName,start,end,status,method,host,path,query,response,json,fileId,jobId,jobStatus
UPLOAD,,2022-03-17T12:52:37.156+02:00,2022-03-17T12:52:37.725+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312f5370000e1034c0565,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_35ebc6b4-5367-40f2-9026-1409ee38807a&x-amz-meta-file-name=IMG_0062.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105237Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=559e352b2c611e2ea0e4a7459f9fcb10992effb61cf1cdc1874114e5406cf192,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312f5370000e1034c0565,,
UPLOAD,,2022-03-17T12:52:37.160+02:00,2022-03-17T12:52:37.955+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312f5370000e1034c0566,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_d1a449c1-1c33-484e-b684-81a9baead0e9&x-amz-meta-file-name=IMG_0063.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105237Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=d45f6c957f887ca358080b3278e9a0344d52851b31a76beca69cb548f4ec1344,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312f5370000e1034c0566,,
UPLOAD,,2022-03-17T12:52:37.166+02:00,2022-03-17T12:52:37.593+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312f53700008d8cb45542,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_3169dc14-dd73-4007-be32-2390ddb7d52b&x-amz-meta-file-name=IMG_0064.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105237Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=2b7c523ddf9f066fd75bbb3465248a3ad3631b3c183b55034ab020e3987b55a5,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312f53700008d8cb45542,,
JOB_TRACKING,,2022-03-17T12:52:37.748+02:00,2022-03-17T12:52:37.954+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b5db3e04-2500-4565-b6d7-7c951acbf890,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b5db3e04-2500-4565-b6d7-7c951acbf890"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0052.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0052.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312eb3700008d8cb4553d""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312eb3700008d8cb4553d,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b5db3e04-2500-4565-b6d7-7c951acbf890,JobDone
JOB_TRACKING,,2022-03-17T12:52:39.252+02:00,2022-03-17T12:52:39.463+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_fcc7d1de-6ced-43be-845d-945da090322c,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_fcc7d1de-6ced-43be-845d-945da090322c"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0057.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0057.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ec370000e1034c0562""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ec370000e1034c0562,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_fcc7d1de-6ced-43be-845d-945da090322c,JobDone
JOB_TRACKING,,2022-03-17T12:52:39.467+02:00,2022-03-17T12:52:39.679+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_bedaa62d-af92-4247-a68d-e140505b79fa,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_bedaa62d-af92-4247-a68d-e140505b79fa"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0058.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0058.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ed370000e1034c0563""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ed370000e1034c0563,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_bedaa62d-af92-4247-a68d-e140505b79fa,JobInProgress
JOB_TRACKING,,2022-03-17T12:52:40.078+02:00,2022-03-17T12:52:40.284+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_964ca0d0-cd98-41ed-94b8-7a3f8119dbba,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_964ca0d0-cd98-41ed-94b8-7a3f8119dbba"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0059.JPG"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a""}}",,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_964ca0d0-cd98-41ed-94b8-7a3f8119dbba,JobInProgress
JOB_TRACKING,,2022-03-17T12:52:41.259+02:00,2022-03-17T12:52:41.463+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_3463d6eb-92fc-4ca0-a030-157cf5fb12fb,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_3463d6eb-92fc-4ca0-a030-157cf5fb12fb"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0060.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0060.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312f23700008d8cb45540""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312f23700008d8cb45540,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_3463d6eb-92fc-4ca0-a030-157cf5fb12fb,JobInProgress
JOB_TRACKING,,2022-03-17T12:52:42.502+02:00,2022-03-17T12:52:42.706+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_d2fb1c56-36e7-430e-b8f8-4056d0533889,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_d2fb1c56-36e7-430e-b8f8-4056d0533889"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0061.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0061.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312f2370000e1034c0564""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312f2370000e1034c0564,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_d2fb1c56-36e7-430e-b8f8-4056d0533889,JobInProgress
JOB_TRACKING,,2022-03-17T12:52:43.369+02:00,2022-03-17T12:52:43.581+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2d0a6497-13f3-48aa-8727-e4e1313eec56,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2d0a6497-13f3-48aa-8727-e4e1313eec56"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0054.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0054.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312eb370000e1034c0561""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312eb370000e1034c0561,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2d0a6497-13f3-48aa-8727-e4e1313eec56,JobDone
JOB_TRACKING,,2022-03-17T12:52:43.397+02:00,2022-03-17T12:52:43.603+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_96e9e1c8-622d-45a6-aa04-a05fc9062e24,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_96e9e1c8-622d-45a6-aa04-a05fc9062e24"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0055.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0055.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312eb3700008d8cb4553e""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312eb3700008d8cb4553e,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_96e9e1c8-622d-45a6-aa04-a05fc9062e24,JobDone
GET_URL,IMG_0065.JPG,2022-03-17T12:52:43.585+02:00,2022-03-17T12:52:43.927+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0065.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb3700008d8cb45543"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_7be70406-dd19-4db7-9825-eeca2fa82ae2"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fb3700008d8cb45543?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_7be70406-dd19-4db7-9825-eeca2fa82ae2&x-amz-meta-file-name=IMG_0065.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=6774bc5c7e7f414780e06d74030047a5d390ef62a9f5600ad8a38d0f349233ad"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb3700008d8cb45543,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_7be70406-dd19-4db7-9825-eeca2fa82ae2,
GET_URL,IMG_0066.JPG,2022-03-17T12:52:43.587+02:00,2022-03-17T12:52:43.927+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0066.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb3700008d8cb45544"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_fa5071e1-ff56-47b8-9744-b465a39e2b82"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fb3700008d8cb45544?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_fa5071e1-ff56-47b8-9744-b465a39e2b82&x-amz-meta-file-name=IMG_0066.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=5ebb6d86f01e74196cbdcf004dcdf2bada7ae08ee6e665d11df38810c3c0c6ea"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb3700008d8cb45544,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_fa5071e1-ff56-47b8-9744-b465a39e2b82,
GET_URL,IMG_0067.JPG,2022-03-17T12:52:43.589+02:00,2022-03-17T12:52:43.937+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0067.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb370000e1034c0567"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5f23dd53-8344-4182-a163-b931d229adaf"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fb370000e1034c0567?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5f23dd53-8344-4182-a163-b931d229adaf&x-amz-meta-file-name=IMG_0067.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=1ed5f68faa32e71efff632dcbdcdc573ee2f40897b582ccb528ab920bb92f016"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb370000e1034c0567,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5f23dd53-8344-4182-a163-b931d229adaf,
JOB_TRACKING,,2022-03-17T12:52:43.598+02:00,2022-03-17T12:52:43.802+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ec1bb6db-6972-437e-ac33-64fd1536af7d,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ec1bb6db-6972-437e-ac33-64fd1536af7d"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0056.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0056.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ec3700008d8cb4553f""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312ec3700008d8cb4553f,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_ec1bb6db-6972-437e-ac33-64fd1536af7d,JobDone
UPLOAD,,2022-03-17T12:52:43.951+02:00,2022-03-17T12:52:44.073+02:00,EXCEPTION,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fb370000e1034c0567,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5f23dd53-8344-4182-a163-b931d229adaf&x-amz-meta-file-name=IMG_0067.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=1ed5f68faa32e71efff632dcbdcdc573ee2f40897b582ccb528ab920bb92f016,,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb370000e1034c0567,,
UPLOAD,,2022-03-17T12:52:43.955+02:00,2022-03-17T12:52:44.122+02:00,EXCEPTION,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fb3700008d8cb45543,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_7be70406-dd19-4db7-9825-eeca2fa82ae2&x-amz-meta-file-name=IMG_0065.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=6774bc5c7e7f414780e06d74030047a5d390ef62a9f5600ad8a38d0f349233ad,,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb3700008d8cb45543,,
UPLOAD,,2022-03-17T12:52:43.959+02:00,2022-03-17T12:52:43.971+02:00,EXCEPTION,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fb3700008d8cb45544,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_fa5071e1-ff56-47b8-9744-b465a39e2b82&x-amz-meta-file-name=IMG_0066.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=5ebb6d86f01e74196cbdcf004dcdf2bada7ae08ee6e665d11df38810c3c0c6ea,,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fb3700008d8cb45544,,
GET_URL,IMG_0068.JPG,2022-03-17T12:52:43.977+02:00,2022-03-17T12:52:44.367+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0068.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fc3700008d8cb45545"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_bee5130d-e4c6-4558-8f34-a72d8cbe55f6"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fc3700008d8cb45545?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_bee5130d-e4c6-4558-8f34-a72d8cbe55f6&x-amz-meta-file-name=IMG_0068.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=88127aaa3302bab83376300ac504747e795a3910abc1339b5017c37a618fc179"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fc3700008d8cb45545,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_bee5130d-e4c6-4558-8f34-a72d8cbe55f6,
GET_URL,IMG_0066.JPG,2022-03-17T12:52:44.084+02:00,2022-03-17T12:52:44.515+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0066.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fc370000e1034c0568"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2c85812e-821d-4926-a451-f7064020fd2c"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fc370000e1034c0568?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2c85812e-821d-4926-a451-f7064020fd2c&x-amz-meta-file-name=IMG_0066.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=d75e4171cdeb770f59f0e17e70fc77c551a1f775da7a47755460cea8b6b5926b"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fc370000e1034c0568,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_2c85812e-821d-4926-a451-f7064020fd2c,
UPLOAD,,2022-03-17T12:52:44.409+02:00,2022-03-17T12:52:50.684+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623312fc3700008d8cb45545,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_bee5130d-e4c6-4558-8f34-a72d8cbe55f6&x-amz-meta-file-name=IMG_0068.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105244Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=88127aaa3302bab83376300ac504747e795a3910abc1339b5017c37a618fc179,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623312fc3700008d8cb45545,,
